Gene stable ID	Transcript stable ID	Protein stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene name	RefSeq peptide ID
YER095W	YER095W_mRNA	YER095W	856831	P25454		RAD51	NP_011021.3	
YAR073W	YAR073W_mRNA	YAR073W		P39567		IMD1		
YEL028W	YEL028W_mRNA	YEL028W		P39989				
YDL172C	YDL172C_mRNA	YDL172C		Q12135				
YNL230C	YNL230C_mRNA	YNL230C	855491	P53861		ELA1	NP_014169.1	
YPL235W	YPL235W_mRNA	YPL235W	855841	Q12464		RVB2	NP_015089.1	
YMR243C	YMR243C_mRNA	YMR243C	855284	P20107		ZRC1	NP_013970.1	
YJR091C	YJR091C_mRNA	YJR091C	853553	P47135		JSN1	NP_012624.1	
YBR141C	YBR141C_mRNA	YBR141C	852438	P38278		BMT2	NP_009699.2	
YGR258C	YGR258C_mRNA	YGR258C	853174	P07276		RAD2	NP_011774.1	
YPL141C	YPL141C_mRNA	YPL141C	855962	Q03002		FRK1	NP_015184.1	
YGL091C	YGL091C_mRNA	YGL091C	852789	P52920		NBP35	NP_011424.3	
YBR226C	YBR226C_mRNA	YBR226C		P38322				
YHR137W	YHR137W_mRNA	YHR137W	856539	P38840		ARO9	NP_012005.1	
YGR093W	YGR093W_mRNA	YGR093W	852985	P53255		DRN1	NP_011607.3	
YOR103C	YOR103C_mRNA	YOR103C	854270	P46964		OST2	NP_014746.2	
YDL053C	YDL053C_mRNA	YDL053C	851507	Q07362		PBP4	NP_010230.1	
YDR223W	YDR223W_mRNA	YDR223W	851809	Q04930		CRF1	NP_010509.1	
YKL193C	YKL193C_mRNA	YKL193C	853641	P36047		SDS22	NP_012728.1	
YDL037C	YDL037C_mRNA	YDL037C	851524	Q12140		BSC1	NP_010247.1	
YOR377W	YOR377W_mRNA	YOR377W	854559	P40353		ATF1	NP_015022.3	
YBL005W	YBL005W_mRNA	YBL005W	852278	P33200		PDR3	NP_009548.1	
YDL167C	YDL167C_mRNA	YDL167C	851387	P32770		NRP1	NP_010114.1	
YBR151W	YBR151W_mRNA	YBR151W	852448	P38281		APD1	NP_009709.1	
YNL339W-B	YNL339W-B_mRNA	YNL339W-B		P0CL34				
YNL339W-B	YNL339W-B_mRNA	YNL339W-B		P0CL35				
YNL339W-B	YNL339W-B_mRNA	YNL339W-B		P0CL36				
YDR246W-A	YDR246W-A_mRNA	YDR246W-A	1466436	Q3E763			NP_878065.3	
YIR027C	YIR027C_mRNA	YIR027C	854845	P32375		DAL1	NP_012293.3	
YJR013W	YJR013W_mRNA	YJR013W	853470	P47088		GPI14	NP_012547.2	
YGR119C	YGR119C_mRNA	YGR119C	853016	P48837		NUP57	NP_011634.1	
YLR441C	YLR441C_mRNA	YLR441C	851162	P33442		RPS1A	NP_013546.1	
YNL258C	YNL258C_mRNA	YNL258C	855463	P53847		DSL1	NP_014141.1	
YDR371C-A	YDR371C-A_mRNA	YDR371C-A		P0C5M1				
YLR178C	YLR178C_mRNA	YLR178C	850875	P14306		TFS1	NP_013279.1	
YDR517W	YDR517W_mRNA	YDR517W	852129	Q04410		GRH1	NP_010805.1	
YJL222W	YJL222W_mRNA	YJL222W	853233	P40890		VTH2	NP_012313.1	
YMR145C	YMR145C_mRNA	YMR145C	855176	P40215		NDE1	NP_013865.1	
YIL088C	YIL088C_mRNA	YIL088C	854721	P40501		AVT7	NP_012178.1	
YOR129C	YOR129C_mRNA	YOR129C	854296	Q99222		AFI1	NP_014772.1	
YFR028C	YFR028C_mRNA	YFR028C	850585	Q00684		CDC14	NP_116684.3	
YML071C	YML071C_mRNA	YML071C	854904	Q04632		COG8	NP_013640.1	
YMR015C	YMR015C_mRNA	YMR015C	855029	P54781		ERG5	NP_013728.1	
YBR144C	YBR144C_mRNA	YBR144C		P34215				
YCL064C	YCL064C_mRNA	YCL064C	850295	P25379		CHA1	NP_001018030.1	
YOL038C-A	YOL038C-A_mRNA	YOL038C-A	1466476	Q3E7Z9			NP_878164.1	
YGR213C	YGR213C_mRNA	YGR213C	853127	P53047		RTA1	NP_011729.1	
YML070W	YML070W_mRNA	YML070W	854932	P54838		DAK1	NP_013641.1	
YHR158C	YHR158C_mRNA	YHR158C	856563	P38853		KEL1	NP_012028.1	
YGR061C	YGR061C_mRNA	YGR061C	852952	P38972		ADE6	NP_011575.1	
YGL182C	YGL182C_mRNA	YGL182C		P53103				
YJL121C	YJL121C_mRNA	YJL121C	853322	P46969		RPE1	NP_012414.1	
YDL226C	YDL226C_mRNA	YDL226C	851372	P35197		GCS1	NP_010055.1	
YOR156C	YOR156C_mRNA	YOR156C	854327	Q12216		NFI1	NP_014799.1	
YGR139W	YGR139W_mRNA	YGR139W		P53284				
YDR467C	YDR467C_mRNA	YDR467C		P87264				
YOR329C	YOR329C_mRNA	YOR329C	854507	P34758		SCD5	NP_014974.3	
YLR028C	YLR028C_mRNA	YLR028C	850715	P54113		ADE16	NP_013128.1	
YER045C	YER045C_mRNA	YER045C	856769	P39970		ACA1	NP_010964.3	
YFR010W-A	YFR010W-A_mRNA	YFR010W-A		P0C5N0				
YPR144C	YPR144C_mRNA	YPR144C	856267	Q06512		NOC4	NP_015470.1	
YPL249C-A	YPL249C-A_mRNA	YPL249C-A	855826	O14455		RPL36B	NP_015074.1	
YLR043C	YLR043C_mRNA	YLR043C	850732	P22217		TRX1	NP_013144.1	
YMR125W	YMR125W_mRNA	YMR125W	855155	P34160		STO1	NP_013844.2	
YDL134C	YDL134C_mRNA	YDL134C	851421	P23594		PPH21	NP_010147.1	
YGR121C	YGR121C_mRNA	YGR121C	853019	P40260		MEP1	NP_011636.3	
YMR325W	YMR325W_mRNA	YMR325W	855375	P0CE85		PAU19	NP_014058.1	
YPR128C	YPR128C_mRNA	YPR128C	856246	Q06497		ANT1	NP_015453.1	
YER088W-B	YER088W-B_mRNA	YER088W-B		Q8TGR4				
YMR141W-A	YMR141W-A_mRNA	YMR141W-A		P0C5Q4				
YDR117C	YDR117C_mRNA	YDR117C	851695	Q04600		TMA64	NP_010402.3	
YGL043W	YGL043W_mRNA	YGL043W	852839	P07273		DST1	NP_011472.1	
YDR314C	YDR314C_mRNA	YDR314C	851909	Q06665		RAD34	NP_010600.1	
YPR054W	YPR054W_mRNA	YPR054W	856167	P41808		SMK1	NP_015379.1	
YHR038W	YHR038W_mRNA	YHR038W	856433	P38771		RRF1	NP_011903.1	
YFR051C	YFR051C_mRNA	YFR051C	850612	P43621		RET2	NP_116709.3	
YOR351C	YOR351C_mRNA	YOR351C	854533	P24719		MEK1	NP_014996.3	
YOL040C	YOL040C_mRNA	YOL040C	854117	Q01855		RPS15	NP_014602.1	
YJL138C	YJL138C_mRNA	YJL138C	853303	P10081		TIF2	NP_012985.3	
YJL138C	YJL138C_mRNA	YJL138C	853933	P10081		TIF2	NP_012985.3	
YIR028W	YIR028W_mRNA	YIR028W	854846	Q04895		DAL4	NP_012294.3	
YML072C	YML072C_mRNA	YML072C	854903	Q03640		TCB3	NP_013639.1	
YJR047C	YJR047C_mRNA	YJR047C	853506	P19211		ANB1	NP_012581.3	
YJL151C	YJL151C_mRNA	YJL151C	853290	P14359		SNA3	NP_012384.1	
YNL328C	YNL328C_mRNA	YNL328C	855388	P42834		MDJ2	NP_014071.1	
YDR440W	YDR440W_mRNA	YDR440W	852050	Q04089		DOT1	NP_010728.1	
YML105C	YML105C_mRNA	YML105C	854866	P29478		SEC65	NP_013602.1	
YMR119W-A	YMR119W-A_mRNA	YMR119W-A		A0A023PZL2				
YKL212W	YKL212W_mRNA	YKL212W	853668	P32368		SAC1	NP_012710.1	
YAL033W	YAL033W_mRNA	YAL033W	851200	P28005		POP5	NP_009369.1	
YLR218C	YLR218C_mRNA	YLR218C				COA4		
YCR028C	YCR028C_mRNA	YCR028C	850394	P25621		FEN2	NP_009957.1	
YDR303C	YDR303C_mRNA	YDR303C	851897	Q06639		RSC3	NP_010589.3	
YIL001W	YIL001W_mRNA	YIL001W	854816	P40560			NP_012265.3	
YGR280C	YGR280C_mRNA	YGR280C	853197	P53335		PXR1	NP_011796.1	
YFR016C	YFR016C_mRNA	YFR016C	850570	P43597			NP_116671.1	
YDL078C	YDL078C_mRNA	YDL078C	851481	P32419		MDH3	NP_010205.1	
YMR069W	YMR069W_mRNA	YMR069W	855091	Q04751		NAT4	NP_013785.1	
YDL238C	YDL238C_mRNA	YDL238C	851360	Q07729		GUD1	NP_010043.1	
YGL085W	YGL085W_mRNA	YGL085W	852795	P53153		LCL3	NP_011430.1	
YGL031C	YGL031C_mRNA	YGL031C	852852	P04449		RPL24A	NP_011484.1	
YNL081C	YNL081C_mRNA	YNL081C	855643	P53937		SWS2	NP_014318.3	
YOL159C-A	YOL159C-A_mRNA	YOL159C-A	854005	Q3E769			NP_076909.1	
YOR051C	YOR051C_mRNA	YOR051C	854216	Q08421		ETT1	NP_014694.1	
YOR003W	YOR003W_mRNA	YOR003W	854164	P25036		YSP3	NP_014645.1	
YER086W	YER086W_mRNA	YER086W	856819	P00927		ILV1	NP_011009.1	
YBR178W	YBR178W_mRNA	YBR178W		P38296				
YAR015W	YAR015W_mRNA	YAR015W	851272	P27616		ADE1	NP_009409.1	
YDR529C	YDR529C_mRNA	YDR529C	852142	P00128		QCR7	NP_010818.1	
YJL057C	YJL057C_mRNA	YJL057C	853389	P47042		IKS1	NP_012478.3	
YKL147C	YKL147C_mRNA	YKL147C		P36061				
YCR082W	YCR082W_mRNA	YCR082W	850443	P25649		AHC2	NP_010005.1	
YBR138C	YBR138C_mRNA	YBR138C	852435	P38277			NP_009696.2	
YDR437W	YDR437W_mRNA	YDR437W	852047	Q04082		GPI19	NP_010725.3	
YOR064C	YOR064C_mRNA	YOR064C	854230	Q08465		YNG1	NP_014707.1	
YJL218W	YJL218W_mRNA	YJL218W	853237	P40892			NP_012317.1	
YMR293C	YMR293C_mRNA	YMR293C	855338	Q03557		HER2	NP_014021.1	
YLR243W	YLR243W_mRNA	YLR243W	850944	Q06543		GPN3	NP_013344.1	
YER188C-A	YER188C-A_mRNA	YER188C-A	1466538	P0C0V2			NP_878070.1	
YGR117C	YGR117C_mRNA	YGR117C	853014	P53270			NP_011632.3	
YGR254W	YGR254W_mRNA	YGR254W	853169	P00924		ENO1	NP_011770.3	
YDL196W	YDL196W_mRNA	YDL196W		Q12187				
YDR452W	YDR452W_mRNA	YDR452W	852063	Q04119		PPN1	NP_010740.3	
YML124C	YML124C_mRNA	YML124C	854915	P09734		TUB3	NP_013582.1	
YER148W	YER148W_mRNA	YER148W	856891	P13393		SPT15	NP_011075.3	
YOR073W	YOR073W_mRNA	YOR073W	854240	Q08490		SGO1	NP_014716.1	
YDR445C	YDR445C_mRNA	YDR445C		Q04100				
YLR148W	YLR148W_mRNA	YLR148W	850840	P27801		PEP3	NP_013249.1	
YJR087W	YJR087W_mRNA	YJR087W		P47132				
YGR235C	YGR235C_mRNA	YGR235C	853150	P50087			NP_011751.1	
YPL156C	YPL156C_mRNA	YPL156C	855947	Q12498		PRM4	NP_015169.1	
YGL124C	YGL124C_mRNA	YGL124C	852753	P53129		MON1	NP_011391.2	
YHR042W	YHR042W_mRNA	YHR042W	856438	P16603		NCP1	NP_011908.1	
YMR090W	YMR090W_mRNA	YMR090W	855115	Q04304			NP_013808.1	
YJL130C	YJL130C_mRNA	YJL130C	853311	P07259		URA2	NP_012405.2	
YFR032C	YFR032C_mRNA	YFR032C	850591	P43607		RRT5	NP_116689.1	
YDR347W	YDR347W_mRNA	YDR347W	851948	P10662		MRP1	NP_010634.3	
YBL090W	YBL090W_mRNA	YBL090W	852188	P38175		MRP21	NP_009463.1	
YKL054C	YKL054C_mRNA	YKL054C	853811	P35732		DEF1	NP_012869.1	
YEL022W	YEL022W_mRNA	YEL022W	856691	P39993		GEA2	NP_010892.1	
YNR037C	YNR037C_mRNA	YNR037C	855773	P53733		RSM19	NP_014435.3	
YJL069C	YJL069C_mRNA	YJL069C	853376	P40362		UTP18	NP_012466.1	
YGR236C	YGR236C_mRNA	YGR236C	853151	P50088		SPG1	NP_011752.4	
YML029W	YML029W_mRNA	YML029W	854979	Q03714		USA1	NP_013683.1	
YMR171C	YMR171C_mRNA	YMR171C	855207	Q03212		EAR1	NP_013894.1	
YIL173W	YIL173W_mRNA	YIL173W	854634	P40438		VTH1	NP_012095.1	
YKR096W	YKR096W_mRNA	YKR096W	853971	P36168		ESL2	NP_013022.1	
YKL006C-A	YKL006C-A_mRNA	YKL006C-A	853863	P43682		SFT1	NP_012919.3	
YHR028W-A	YHR028W-A_mRNA	YHR028W-A		A0A023PXE8				
YPL173W	YPL173W_mRNA	YPL173W	855930	P36534		MRPL40	NP_015152.1	
YBL105C	YBL105C_mRNA	YBL105C	852169	P24583		PKC1	NP_009445.2	
YLR162W-A	YLR162W-A_mRNA	YLR162W-A	1466416	Q3E811		RRT15	NP_878128.1	
YKL164C	YKL164C_mRNA	YKL164C	853692	Q03178		PIR1	NP_012757.1	
YLR462W	YLR462W_mRNA	YLR462W	851184	O13556			NP_013567.3	
YPR098C	YPR098C_mRNA	YPR098C	856213	Q06089			NP_015423.2	
YDR490C	YDR490C_mRNA	YDR490C	852101	Q03407		PKH1	NP_010778.3	
YDR516C	YDR516C_mRNA	YDR516C	852128	Q04409		EMI2	NP_010804.3	
YOR201C	YOR201C_mRNA	YOR201C	854376	P25270		MRM1	NP_014844.3	
YJL045W	YJL045W_mRNA	YJL045W	853405	P47052			NP_012490.1	
YOR065W	YOR065W_mRNA	YOR065W	854231	P07143		CYT1	NP_014708.1	
YEL001C	YEL001C_mRNA	YEL001C	856717	P40006		IRC22	NP_010915.1	
YGL164C	YGL164C_mRNA	YGL164C	852712	P53107		YRB30	NP_011351.1	
YDR509W	YDR509W_mRNA	YDR509W		P87272				
YBL102W	YBL102W_mRNA	YBL102W	852172	P38166		SFT2	NP_009448.1	
YCL061C	YCL061C_mRNA	YCL061C	850297	P25588		MRC1	NP_009871.2	
YMR102C	YMR102C_mRNA	YMR102C	855128	Q03177			NP_013820.1	
YOR186W	YOR186W_mRNA	YOR186W	854358	Q08560			NP_014829.3	
YDL193W	YDL193W_mRNA	YDL193W	851334	Q12063		NUS1	NP_010088.1	
YDL137W	YDL137W_mRNA	YDL137W	851418	P19146		ARF2	NP_010144.1	
YGR293C	YGR293C_mRNA	YGR293C		P53342				
YBL011W	YBL011W_mRNA	YBL011W	852271	P32784		SCT1	NP_009542.1	
YDL118W	YDL118W_mRNA	YDL118W		Q07535				
YHL049C	YHL049C_mRNA	YHL049C	856336	P38722			NP_011814.1	
YBR095C	YBR095C_mRNA	YBR095C	852392	P38255		RXT2	NP_009653.2	
YER056C	YER056C_mRNA	YER056C	856783	P17064		FCY2	NP_010976.1	
YHR041C	YHR041C_mRNA	YHR041C	856437	P34162		SRB2	NP_011907.1	
YER087C-B	YER087C-B_mRNA	YER087C-B	856821	P52870		SBH1	NP_011011.3	
YOR045W	YOR045W_mRNA	YOR045W	854210	P33448		TOM6	NP_014688.1	
YJL091C	YJL091C_mRNA	YJL091C	853354	P47026		GWT1	NP_012444.2	
YEL013W	YEL013W_mRNA	YEL013W	856702	P39968		VAC8	NP_010903.3	
YOL018C	YOL018C_mRNA	YOL018C	854142	Q08144		TLG2	NP_014624.1	
YNR063W	YNR063W_mRNA	YNR063W	855800	P53749			NP_014461.3	
YDR235W	YDR235W_mRNA	YDR235W	851821	Q03776		PRP42	NP_010521.1	
YBR196C-B	YBR196C-B_mRNA	YBR196C-B	1466448	Q3E778			NP_878052.3	
YLR095C	YLR095C_mRNA	YLR095C	850784	Q12072		IOC2	NP_013196.1	
YBL048W	YBL048W_mRNA	YBL048W		P38192		RRT1		
YDR233C	YDR233C_mRNA	YDR233C	851819	Q04947		RTN1	NP_010519.3	
YHR069C	YHR069C_mRNA	YHR069C	856466	P38792		RRP4	NP_011936.1	
YGR264C	YGR264C_mRNA	YGR264C	853181	P00958		MES1	NP_011780.3	
YMR188C	YMR188C_mRNA	YMR188C	855226	Q03246		MRPS17	NP_013913.1	
YKL145W-A	YKL145W-A_mRNA	YKL145W-A		P0C5P3				
YHR200W	YHR200W_mRNA	YHR200W	856607	P38886		RPN10	NP_012070.3	
YPL260W	YPL260W_mRNA	YPL260W	855867	Q08977		CUB1	NP_015063.1	
YMR269W	YMR269W_mRNA	YMR269W	855311	Q03525		TMA23	NP_013996.2	
YDR388W	YDR388W_mRNA	YDR388W	851996	P39743		RVS167	NP_010676.1	
YOL133W	YOL133W_mRNA	YOL133W	853986	Q08273		HRT1	NP_014508.1	
YBR066C	YBR066C_mRNA	YBR066C	852358	P38082		NRG2	NP_009622.1	
YNL339C	YNL339C_mRNA	YNL339C	855377	P53819		YRF1-6	NP_014060.1	
YJL033W	YJL033W_mRNA	YJL033W	853419	P20448		HCA4	NP_012501.1	
YGL234W	YGL234W_mRNA	YGL234W	852617	P07244		ADE5,7	NP_011280.1	
YPL251W	YPL251W_mRNA	YPL251W		Q12058				
YGL109W	YGL109W_mRNA	YGL109W						
YER074W	YER074W_mRNA	YER074W	854741	P0CX32		RPS24A	NP_012195.1	
YER074W	YER074W_mRNA	YER074W	856805	P0CX32		RPS24A	NP_012195.1	
YER074W	YER074W_mRNA	YER074W	854741	P0CX31		RPS24A	NP_012195.1	
YER074W	YER074W_mRNA	YER074W	856805	P0CX31		RPS24A	NP_012195.1	
YJR122W	YJR122W_mRNA	YJR122W	853586	P47158		IBA57	NP_012656.1	
YJL041W	YJL041W_mRNA	YJL041W				NSP1		
YPL016W	YPL016W_mRNA	YPL016W	856091	P09547		SWI1	NP_015309.1	
YPR095C	YPR095C_mRNA	YPR095C	856210	Q06836		SYT1	NP_015420.1	
YOR087W	YOR087W_mRNA	YOR087W	854255	Q12324		YVC1	NP_014730.2	
YGL238W	YGL238W_mRNA	YGL238W	852612	P33307		CSE1	NP_011276.1	
YIL177C	YIL177C_mRNA	YIL177C	854630	P40434			NP_012092.1	
YER133W-A	YER133W-A_mRNA	YER133W-A		A0A023PZC3				
YDR209C	YDR209C_mRNA	YDR209C		Q03480				
YMR128W	YMR128W_mRNA	YMR128W	855158	Q04217		ECM16	NP_013847.1	
YKL026C	YKL026C_mRNA	YKL026C	853842	P36014		GPX1	NP_012899.3	
YMR039C	YMR039C_mRNA	YMR039C	855055	P54000		SUB1	NP_013753.1	
YDR049W	YDR049W_mRNA	YDR049W	851618	Q04311		VMS1	NP_010334.1	
YDL194W	YDL194W_mRNA	YDL194W	851333	P10870		SNF3	NP_010087.1	
YPR079W	YPR079W_mRNA	YPR079W	856194	Q06815		MRL1	NP_015404.1	
YBR292C	YBR292C_mRNA	YBR292C		P38357				
YGL041C-B	YGL041C-B_mRNA	YGL041C-B	1466454	Q3E750			NP_878074.1	
YER119C-A	YER119C-A_mRNA	YER119C-A		P87191				
YDR021W	YDR021W_mRNA	YDR021W	851584	Q12099		FAL1	NP_010304.3	
YLR199C	YLR199C_mRNA	YLR199C	850896	Q05778		PBA1	NP_013300.2	
YPR010C	YPR010C_mRNA	YPR010C	856119	P22138		RPA135	NP_015335.1	
YHR053C	YHR053C_mRNA	YHR053C	856450	P0CX80		CUP1-1	NP_011920.1	
YHR053C	YHR053C_mRNA	YHR053C	856452	P0CX80		CUP1-1	NP_011920.1	
YHR053C	YHR053C_mRNA	YHR053C	856450	P0CX81		CUP1-1	NP_011920.1	
YHR053C	YHR053C_mRNA	YHR053C	856452	P0CX81		CUP1-1	NP_011920.1	
YEL063C	YEL063C_mRNA	YEL063C	856646	P04817		CAN1	NP_010851.1	
YKL044W	YKL044W_mRNA	YKL044W	853822	P36092		MMO1	NP_001257684.1	
YBR018C	YBR018C_mRNA	YBR018C	852306	P08431		GAL7	NP_009574.1	
YKL089W	YKL089W_mRNA	YKL089W	853773	P35201		MIF2	NP_012834.1	
YDR353W	YDR353W_mRNA	YDR353W	851955	P29509		TRR1	NP_010640.1	
YNR060W	YNR060W_mRNA	YNR060W	855797	P53746		FRE4	NP_014458.1	
YDR051C	YDR051C_mRNA	YDR051C	851621	Q99288		DET1	NP_010336.3	
YLR154W-A	YLR154W-A_mRNA	YLR154W-A		Q8TGM7				
YGR056W	YGR056W_mRNA	YGR056W	852947	P53236		RSC1	NP_011570.1	
YIL054W	YIL054W_mRNA	YIL054W	854757	P40524			NP_001257680.1	
YCL073C	YCL073C_mRNA	YCL073C	850289	P25596		GEX1	NP_009863.2	
YMR230W	YMR230W_mRNA	YMR230W	855270	P46784		RPS10B	NP_013957.1	
YFL001W	YFL001W_mRNA	YFL001W	850550	P31115		DEG1	NP_116655.1	
YLR154C	YLR154C_mRNA	YLR154C	850847	Q12338		RNH203	NP_013255.1	
YJL065C	YJL065C_mRNA	YJL065C	853381	P40366		DLS1	NP_012470.1	
YMR267W	YMR267W_mRNA	YMR267W	855309	P28239		PPA2	NP_013994.1	
YOL028C	YOL028C_mRNA	YOL028C	854129	Q08182		YAP7	NP_014614.1	
YJR148W	YJR148W_mRNA	YJR148W	853613	P47176		BAT2	NP_012682.1	
YJL123C	YJL123C_mRNA	YJL123C	853319	P47018		MTC1	NP_012412.1	
YHR218W	YHR218W_mRNA	YHR218W	856628	P38899			NP_012090.1	
YMR247C	YMR247C_mRNA	YMR247C	855289	Q04781		RKR1	NP_013975.1	
YOL086C	YOL086C_mRNA	YOL086C	854068	P00330		ADH1	NP_014555.1	
YNL287W	YNL287W_mRNA	YNL287W	855429	P32074		SEC21	NP_014112.1	
YLL064C	YLL064C_mRNA	YLL064C	855813	P0CE90		PAU18	NP_014474.3	
YLL064C	YLL064C_mRNA	YLL064C	850662	P0CE90		PAU18	NP_014474.3	
YLL064C	YLL064C_mRNA	YLL064C	855813	P0CE91		PAU18	NP_014474.3	
YLL064C	YLL064C_mRNA	YLL064C	850662	P0CE91		PAU18	NP_014474.3	
YCR013C	YCR013C_mRNA	YCR013C		P25614				
YMR152W	YMR152W_mRNA	YMR152W	855183	P28625		YIM1	NP_013872.1	
YEL051W	YEL051W_mRNA	YEL051W	856659	P32610		VMA8	NP_010863.1	
YNL095C	YNL095C_mRNA	YNL095C	855629	P53932			NP_014304.1	
YHR021W-A	YHR021W-A_mRNA	YHR021W-A	856416	O13529		ECM12	NP_011886.1	
YOL108C	YOL108C_mRNA	YOL108C	854042	P13902		INO4	NP_014533.1	
YER190C-B	YER190C-B_mRNA	YER190C-B	4594642	P0CX95			NP_001073292.1	
YER190C-B	YER190C-B_mRNA	YER190C-B	4594642	P0CX96			NP_001073292.1	
YER190C-B	YER190C-B_mRNA	YER190C-B	4594642	P0CX98			NP_001073292.1	
YER190C-B	YER190C-B_mRNA	YER190C-B	4594642	P0CX94			NP_001073292.1	
YER190C-B	YER190C-B_mRNA	YER190C-B	4594642	P0CX97			NP_001073292.1	
YLR461W	YLR461W_mRNA	YLR461W	851183	P53427		PAU4	NP_013566.1	
YCR090C	YCR090C_mRNA	YCR090C	850452	P25654			NP_010014.1	
YGR201C	YGR201C_mRNA	YGR201C	853115	P42936			NP_011717.4	
YBR194W	YBR194W_mRNA	YBR194W	852493	P38305		AIM4	NP_009753.3	
YDR288W	YDR288W_mRNA	YDR288W	851882	Q05541		NSE3	NP_010574.1	
YDR141C	YDR141C_mRNA	YDR141C	851719	Q03921		DOP1	NP_010425.1	
YPL046C	YPL046C_mRNA	YPL046C	856061	Q03071		ELC1	NP_015279.1	
YBR076C-A	YBR076C-A_mRNA	YBR076C-A		P0C5L2				
YOL023W	YOL023W_mRNA	YOL023W	854135	P25038		IFM1	NP_014619.1	
YAL044W-A	YAL044W-A_mRNA	YAL044W-A	851252	Q3E793		BOL1	NP_075206.1	
YBR108W	YBR108W_mRNA	YBR108W	852405	P38266		AIM3	NP_009666.3	
YGR239C	YGR239C_mRNA	YGR239C	853154	P50091		PEX21	NP_011755.3	
YDR194C	YDR194C_mRNA	YDR194C	851775	P15424		MSS116	NP_010480.1	
YDR424C	YDR424C_mRNA	YDR424C	852034	Q02647		DYN2	NP_010712.1	
YOR011W-A	YOR011W-A_mRNA	YOR011W-A	1466479	Q3E807			NP_878167.1	
YAL041W	YAL041W_mRNA	YAL041W	851190	P11433		CDC24	NP_009359.1	
YIL148W	YIL148W_mRNA	YIL148W	854658	P0CH09		RPL40A	NP_012118.1	
YIL148W	YIL148W_mRNA	YIL148W	853969	P0CH09		RPL40A	NP_012118.1	
YIL148W	YIL148W_mRNA	YIL148W	854658	P0CH08		RPL40A	NP_012118.1	
YIL148W	YIL148W_mRNA	YIL148W	853969	P0CH08		RPL40A	NP_012118.1	
YOR165W	YOR165W_mRNA	YOR165W	854336	Q99287		SEY1	NP_014808.1	
YEL061C	YEL061C_mRNA	YEL061C	856648	P27895		CIN8	NP_010853.2	
YJL046W	YJL046W_mRNA	YJL046W	853401	P47051		AIM22	NP_012489.2	
YLR265C	YLR265C_mRNA	YLR265C	850970	Q06148		NEJ1	NP_013367.1	
YIR017W-A	YIR017W-A_mRNA	YIR017W-A		Q03885				
YER059W	YER059W_mRNA	YER059W	856787	P40038		PCL6	NP_010980.1	
YBR046C	YBR046C_mRNA	YBR046C	852335	P38230		ZTA1	NP_009602.1	
YMR251W-A	YMR251W-A_mRNA	YMR251W-A	855293	Q05827		HOR7	NP_013978.1	
YNL096C	YNL096C_mRNA	YNL096C	855628	P48164		RPS7B	NP_014303.3	
YLR428C	YLR428C_mRNA	YLR428C		O13564				
YCR084C	YCR084C_mRNA	YCR084C	850445	P16649		TUP1	NP_010007.1	
YMR146C	YMR146C_mRNA	YMR146C	855177	P40217		TIF34	NP_013866.1	
YNL282W	YNL282W_mRNA	YNL282W	855439	P53833		POP3	NP_014117.1	
YOL068C	YOL068C_mRNA	YOL068C	854086	P53685		HST1	NP_014573.1	
YJR123W	YJR123W_mRNA	YJR123W	853587	P26783		RPS5	NP_012657.1	
YLR242C	YLR242C_mRNA	YLR242C	850943	Q06541		ARV1	NP_013343.1	
YMR228W	YMR228W_mRNA	YMR228W	855268	P14908		MTF1	NP_013955.1	
YMR032W	YMR032W_mRNA	YMR032W	855048	Q05080		HOF1	NP_013746.1	
YKR077W	YKR077W_mRNA	YKR077W	853952	P36157		MSA2	NP_013003.1	
YLR351C	YLR351C_mRNA	YLR351C	851065	P49954		NIT3	NP_013455.1	
YOR138C	YOR138C_mRNA	YOR138C	854306	Q12242		RUP1	NP_014781.1	
YDR054C	YDR054C_mRNA	YDR054C	851624	P14682		CDC34	NP_010339.1	
YLR306W	YLR306W_mRNA	YLR306W	851015	P52491		UBC12	NP_013409.1	
YHR114W	YHR114W_mRNA	YHR114W	856514	P38822		BZZ1	NP_011982.1	
YBR235W	YBR235W_mRNA	YBR235W	852537	P38329		VHC1	NP_009794.3	
YGR169C-A	YGR169C-A_mRNA	YGR169C-A	1466460	Q3E772			NP_878080.3	
YDR122W	YDR122W_mRNA	YDR122W	851700	P13185		KIN1	NP_010407.1	
YNL047C	YNL047C_mRNA	YNL047C	855680	P53955		SLM2	NP_014351.3	
YPL021W	YPL021W_mRNA	YPL021W	856086	Q02710		ECM23	NP_015304.1	
YHR039C	YHR039C_mRNA	YHR039C	856434	P38694		MSC7	NP_011904.1	
YHL019W-A	YHL019W-A_mRNA	YHL019W-A		A0A023PXL1				
YOR016C	YOR016C_mRNA	YOR016C	854181	Q12450		ERP4	NP_014659.1	
YGR185C	YGR185C_mRNA	YGR185C	853097	P36421		TYS1	NP_011701.3	
YPL268W	YPL268W_mRNA	YPL268W	855860	P32383		PLC1	NP_015055.1	
YDR184C	YDR184C_mRNA	YDR184C	851765	Q04005		ATC1	NP_010470.1	
YLR130C	YLR130C_mRNA	YLR130C	850821	Q12436		ZRT2	NP_013231.1	
YJR118C	YJR118C_mRNA	YJR118C	853582	P47155		ILM1	NP_012652.3	
